event_id,round_number,heat_id,heat_number,athlete_id,singlet,name,score,waves,tour_code,event_window,event_name,event_location,event_url
4458,1,101253,1,4133,red,E. Ewing,12.73,6.90 + 5.83,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101253,1,9112,blue,R. Waida,9.93,5.60 + 4.33,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101253,1,3737,white,M. McGillivray,8.10,4.33 + 3.77,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101254,2,3442,red,J. Robinson,13.60,8.33 + 5.27,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101254,2,9853,blue,C. Colapinto,9.66,6.33 + 3.33,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101254,2,2838,white,C. O'Leary,13.27,6.67 + 6.60,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101255,3,3165,red,G. Colapinto,14.43,7.50 + 6.93,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101255,3,1760,blue,R. Callinan,10.84,5.67 + 5.17,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101255,3,9167,white,J. Chianca,9.93,5.43 + 4.50,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101256,4,199,yellow,J. Florence,16.33,8.50 + 7.83,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101256,4,6963,blue,L. O'Brien,13.56,7.33 + 6.23,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101256,4,10252,white,B. Perez,13.20,7.70 + 5.50,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101257,5,1737,red,I. Ferreira,13.93,7.00 + 6.93,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101257,5,1085,blue,G. Medina,15.40,7.90 + 7.50,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
4458,1,101257,5,2656,white,L. Fioravanti,13.37,7.20 + 6.17,MCT,Jun 6 - 15,Surf City El Salvador Pro,"Punta Roca, La Libertad, El Salvador",https://www.worldsurfleague.com/events/2024/ct/202/surf-city-el-salvador-pro/results
