event_id,round_number,heat_id,heat_number,athlete_id,singlet,name,score,waves,tour_code,event_window,event_name,event_location,event_url
4451,1,99554,1,13369,red,C. Simmers,6.14,3.47 + 2.67,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99554,1,4307,blue,I. Nichols,10.00,6.00 + 4.00,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99554,1,9137,white,A. Spencer,11.03,6.10 + 4.93,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99555,2,10979,yellow,M. Picklum,10.34,6.17 + 4.17,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99555,2,9984,blue,L. Silva,6.44,3.67 + 2.77,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99555,2,5181,white,S. McCulloch,11.76,6.33 + 5.43,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99556,3,4688,red,C. Marks,10.50,6.00 + 4.50,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99556,3,7854,blue,G. Bryan,8.83,5.50 + 3.33,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99556,3,10096,white,F. Veselko,8.67,5.90 + 2.77,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99557,4,14286,red,B. Johnson,14.03,7.20 + 6.83,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99557,4,2156,blue,L. Peterson,10.10,6.10 + 4.00,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99557,4,14425,white,S. Lindblad,13.80,7.13 + 6.67,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99558,5,1739,red,J. Defay,10.33,6.50 + 3.83,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99558,5,2026,blue,T. Weston-Webb,7.56,4.73 + 2.83,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99558,5,9481,white,I. Robinson,8.43,7.50 + 0.93,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99559,6,1433,red,T. Wright,5.90,3.47 + 2.43,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99559,6,3971,blue,B. Hennessy,5.67,3.50 + 2.17,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4451,1,99559,6,321,white,S. Fitzgibbons,11.00,6.00 + 5.00,WCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
