event_id,round_number,heat_id,heat_number,athlete_id,singlet,name,score,waves,tour_code,event_window,event_name,event_location,event_url
4450,1,99507,1,2838,red,C. O'Leary,9.93,5.23 + 4.70,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99507,1,3122,blue,J. Marshall,9.76,5.33 + 4.43,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99507,1,7012,white,C. Houshmand,10.10,5.43 + 4.67,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99508,2,3962,red,B. Mamiya,11.77,6.17 + 5.60,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99508,2,4491,blue,I. deVault,10.07,6.57 + 3.50,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99508,2,2760,white,D. Silva,9.84,5.17 + 4.67,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99509,3,3165,red,G. Colapinto,4.83,4.83 + 0.00,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99509,3,9654,blue,C. Robson,9.17,6.00 + 3.17,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99509,3,13936,white,M. Canhoto,6.80,5.00 + 1.80,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99510,4,199,yellow,J. Florence,7.27,3.67 + 3.60,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99510,4,3047,blue,J. Willcox,11.24,6.67 + 4.57,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99510,4,3694,white,M. Mignot,6.77,3.60 + 3.17,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99511,5,4133,red,E. Ewing,13.00,6.67 + 6.33,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99511,5,9112,blue,R. Waida,9.67,5.17 + 4.50,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99511,5,621,white,J. Duru,13.96,7.13 + 6.83,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99512,6,3442,red,J. Robinson,14.76,8.83 + 5.93,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99512,6,9853,blue,C. Colapinto,11.20,6.03 + 5.17,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99512,6,10144,white,J. Chaves,7.77,4.60 + 3.17,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99513,7,564,red,J. Smith,13.67,7.67 + 6.00,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99513,7,3737,blue,M. McGillivray,6.96,3.83 + 3.13,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99513,7,8905,white,K. Matson,11.00,6.00 + 5.00,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99514,8,3896,red,K. Igarashi,11.50,6.17 + 5.33,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99514,8,3955,blue,S. Moniz,12.60,6.77 + 5.83,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99514,8,10786,white,E. Hanneman,11.87,6.50 + 5.37,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99515,9,1760,red,R. Callinan,8.43,4.30 + 4.13,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99515,9,688,blue,M. Pupo,10.50,6.33 + 4.17,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99515,9,1349,white,R. Boukhiam,11.27,5.77 + 5.50,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99516,10,2656,red,L. Fioravanti,11.80,6.63 + 5.17,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99516,10,1085,blue,G. Medina,8.16,5.13 + 3.03,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99516,10,8784,white,S. Pupo,15.00,8.33 + 6.67,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99517,11,2618,red,I. Gentil,10.73,6.73 + 4.00,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99517,11,1737,blue,I. Ferreira,12.93,7.43 + 5.50,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99517,11,1291,white,C. Ibelli,13.90,7.23 + 6.67,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99518,12,3994,red,Y. Dora,11.80,5.97 + 5.83,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99518,12,6963,blue,L. O'Brien,7.90,4.13 + 3.77,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,1,99518,12,1343,white,F. Morais,13.10,7.17 + 5.93,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99519,1,3165,red,G. Colapinto,14.80,7.53 + 7.27,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99519,1,3122,blue,J. Marshall,11.46,6.23 + 5.23,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99519,1,10144,white,J. Chaves,10.33,6.50 + 3.83,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99520,2,3896,red,K. Igarashi,14.76,7.93 + 6.83,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99520,2,3737,blue,M. McGillivray,12.97,7.27 + 5.70,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99520,2,3694,white,M. Mignot,10.83,6.00 + 4.83,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99521,3,1760,red,R. Callinan,10.36,5.53 + 4.83,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99521,3,1085,blue,G. Medina,13.00,7.83 + 5.17,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99521,3,2760,white,D. Silva,12.44,6.77 + 5.67,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99522,4,2618,red,I. Gentil,9.27,5.10 + 4.17,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99522,4,6963,blue,L. O'Brien,11.13,6.53 + 4.60,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,2,99522,4,9112,white,R. Waida,12.67,6.67 + 6.00,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,7,99553,1,4133,red,E. Ewing,11.13,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,7,99553,1,3165,blue,G. Colapinto,17.94,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99523,1,199,yellow,J. Florence,14.84,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99523,1,8905,white,K. Matson,9.50,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99524,2,6963,blue,L. O'Brien,8.83,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99524,2,3122,white,J. Marshall,12.50,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99525,3,564,red,J. Smith,11.76,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99525,3,7012,white,C. Houshmand,12.10,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99526,4,3955,blue,S. Moniz,10.33,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99526,4,9853,white,C. Colapinto,13.17,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99527,5,4133,red,E. Ewing,13.36,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99527,5,2760,white,D. Silva,11.97,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99528,6,1737,blue,I. Ferreira,17.17,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99528,6,3737,white,M. McGillivray,15.47,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99529,7,2838,red,C. O'Leary,12.90,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99529,7,1349,white,R. Boukhiam,15.10,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99530,8,3994,blue,Y. Dora,15.77,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99530,8,1343,white,F. Morais,13.00,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,4,99539,1,199,yellow,J. Florence,12.26,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,4,99539,1,3122,white,J. Marshall,13.04,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,4,99540,2,7012,blue,C. Houshmand,11.70,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,4,99540,2,9853,white,C. Colapinto,13.00,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,4,99541,3,4133,red,E. Ewing,14.34,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,4,99541,3,1737,white,I. Ferreira,13.40,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,4,99542,4,1349,blue,R. Boukhiam,15.67,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,4,99542,4,3994,white,Y. Dora,10.17,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,5,99547,1,3122,red,J. Marshall,9.00,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,5,99547,1,9853,blue,C. Colapinto,12.27,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,5,99548,2,4133,red,E. Ewing,14.17,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,5,99548,2,1349,blue,R. Boukhiam,7.67,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,6,99551,1,9853,red,C. Colapinto,10.97,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,6,99551,1,4133,blue,E. Ewing,13.00,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99531,9,3442,red,J. Robinson,11.90,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
4450,3,99531,9,13936,white,M. Canhoto,7.40,0,MCT,Mar 6 - 16,MEO Rip Curl Pro Portugal,"Supertubos, Peniche, Portugal",https://www.worldsurfleague.com/events/2024/ct/198/meo-rip-curl-pro-portugal/results
